,Dni,Nom,Curso
2483,V2167857H,Manuel Cerro Pol,A
2484,N7359672H,Daniel Bartolomé Vilar,A
2485,J4450361C,Júlia Cano Amorós,C
2486,H13226295,Pau Rosado Palomar,E
2487,N6720616I,Cristina Coll Marín,F
2488,Q4579611G,Leo Verdú Sastre,A
2489,J7904048A,Èric Portillo Ferrera,C
2490,E73982548,Júlia Palomino Company,A
2491,Q7967239J,Paula Agustín Gimeno,C
2492,Q7554170F,José María Cuenca-Pera,D
2493,Q7554170F,José María Cuenca-Pera,A
2494,N0431570A,Xavier Mata González,F
2495,A13684352,Leo Adam Saavedra Verdejo,A
2496,B13701750,Ramón Bastida Valentín,C
2497,F8773593B,David Sainz-Royo,C
2498,Q7832857B,Valèria Sánchez,C
2499,B90285073,Lucia de Ballester,C
2500,E23616857,Marc Luz Casas,B
2501,R1233513I,Cristina Fábregas Domingo,A
2502,Q8575731H,Emma de Rueda,B
2503,R1153706E,Carlos Capdevila,D
2504,W5008386D,Laura Montes Céspedes,C
2505,N2845937H,Montserrat Manzanares-Herrero,B
2506,V5404049H,Biel Pau Tolosa Llorens,D
2507,G07621824,Sara Ángel Nieto,B
2508,H23653579,Manuel David Rosado Acero,B
2509,D18702910,Marc Villar Nicolás,C
2510,H23653579,Manuel David Rosado Acero,E
2511,W8974025B,Dolores Mayol Cabrero,D
2512,F8773593B,David Sainz-Royo,F
2513,E65877607,Antonia Carlos Valderrama,B
2514,J3353939F,Isabel Varela,E
2515,U7273775B,Albert Montoya Escamilla,A
2516,H31037914,Laura Llorente Olivares,B
2517,G56742331,Max Llano Bertrán,F
2518,Q7832857B,Valèria Sánchez,C
2519,H21106232,Mia del Benítez,A
2520,Q7211251I,Marc Reina Arrieta,E
2521,S1471928J,Carla Ferrán Tenorio,F
2522,N1676896B,Mia Águila Ribas,B
2523,E52404001,Josefa Uriarte,C
2524,E56877343,Martí Iglesias Espejo,D
2525,G68200534,Martina Cano Pineda,C
2526,S0662896J,Álex Julián Cervantes,F
2527,V8231148A,Ona de Arjona,C
2528,G90306762,Èric Blázquez Gil,E
2529,A42249482,Marta del Bernat,A
2530,C04838918,Valèria Urrutia Cal,A
2531,F2210369A,Pol Robles-Aguilar,E
2532,F2776503A,Francisca Ureña,C
2533,V3380673H,Enzo Alberdi Sainz,E
2534,W4799866A,Manuel Cózar Albero,D
2535,H73279598,Jordi Manrique Verdugo,B
2536,G83025460,Noa Cueto Ribas,E
2537,C49543051,Pau Caro Gallego,A
2538,G61008355,Arlet Lladó Diego,E
2539,F9551675C,Ana Morante-Vazquez,B
2540,H03012952,Mia Méndez Ribes,E
2541,H75562959,Bruno Lozano Galan,A
2542,N2518597F,Noa de Grande,D
2543,C47311329,Sofía Guzman Villar,A
2544,P2473520A,Sílvia Carnero Bas,E
2545,P2199273J,Enzo de Osorio,C
2546,G26285767,Hugo del Núñez,D
2547,E23616857,Marc Luz Casas,F
2548,G29421625,Isabel Aramburu Baquero,B
2549,U1774374A,Martina Solano Roma,F
2550,N3620309I,Dolores Gelabert,F
2551,H42115923,Clàudia Perea Bermudez,C
2552,P7187021F,Antònia Paula Juliá Jaén,E
2553,E96573001,Sara Gárate Nuñez,B
2554,H60091485,Sofía Collado Botella,B
2555,C80754989,Ana Lucia Montoya Requena,A
2556,U1774374A,Martina Solano Roma,B
2557,N9805030E,Laia Real Sanmartín,B
2558,H75562959,Bruno Lozano Galan,C
2559,C52853389,Carla Leiva Pacheco,C
2560,U6069713C,Álex de Morales,D
2561,N9805030E,Laia Real Sanmartín,F
2562,V3042112G,Bruno Martorell,E
2563,C26701623,Arnau Bertrán Aragón,E
2564,F3391179C,Abril Toledo,C
2565,D65605370,Martina Velasco Soriano,E
2566,H00974097,Daniel Cornejo Mateos,C
2567,W9727961F,Albert Cerdán Chamorro,C
2568,Q2834551J,Noa Ordóñez,B
2569,P3531278D,Èric de Agustí,D
2570,A90436353,Júlia Saura-Colomer,F
2571,D33698531,Aina Ferrán-Dávila,A
2572,A51927812,Lucas Jordi Rodriguez Lobo,A
2573,V5995012A,Laura Roma Boix,A
2574,P2302883J,Èric Font Vargas,F
2575,E86578564,Jordi Ros-Uriarte,E
2576,N9805030E,Laia Real Sanmartín,B
2577,J3751394B,Josep Ramón Palomar Múgica,C
2578,N6419040H,Marc Ramos Leon,C
2579,G07621824,Sara Ángel Nieto,F
2580,H42115923,Clàudia Perea Bermudez,F
2581,P2473520A,Sílvia Carnero Bas,F
2582,F0005249H,Arnau Huguet Chaparro,B
2583,F8971698I,Ramón Rozas Baró,F
2584,B13701750,Ramón Bastida Valentín,D
2585,A28346542,Martina Fuentes-Moll,A
2586,S0397959H,María Dolores Arroyo Saez,C
2587,H23653579,Manuel David Rosado Acero,C
2588,D83592501,Sílvia Mate-Paredes,D
2589,U8112016D,Joan Villalobos Carnero,E
2590,F8299437G,Lucas Marc Robledo Hernandez,A
2591,P2617169D,Cristina Yáñez Girón,E
2592,A42249482,Marta del Bernat,C
2593,B90285073,Lucia de Ballester,C
2594,H64502842,Pau Valencia Martinez,F
2595,E47909023,Sílvia Pinilla Hervás,C
2596,Q5328944C,Xavier Carrillo Iglesia,D
2597,H48271738,Laia Oliveras Puente,E
2598,J9643335D,Juan Maldonado Mayol,B
2599,E56707995,Aina Otero-Gutiérrez,C
2600,G71220651,Júlia Gras Porta,E
2601,Q0041000A,David Chaves Cantero,F
2602,P7917625A,Joan Ferrera Canals,F
2603,D03554946,Joan Azcona,C
2604,G07621824,Sara Ángel Nieto,E
2605,P5728622A,Daniel Castillo Hurtado,E
2606,H37157526,Arlet Sala Narváez,E
2607,C94387792,Paula Rosa Perea,D
2608,J0110698H,Antonio Rocamora Aragón,C
2609,G56742331,Max Llano Bertrán,F
2610,Q0041000A,David Chaves Cantero,E
2611,H34827741,David Olivares-Julián,B
2612,C75059956,Jorge Baena,C
2613,U5982724F,Jorge Manzano-Oliver,E
2614,W9727961F,Albert Cerdán Chamorro,B
2615,J8863857B,Rosa Alberola Coll,B
2616,R5336309I,Rosa Torralba Rozas,B
2617,C90629742,María Del Carmen Herranz-Milla,D
2618,S2927291A,Lucia Porras Miguel,A
2619,H60091485,Sofía Collado Botella,D
2620,P5728622A,Daniel Castillo Hurtado,C
2621,V7809521C,Antònia Anna Saez Belda,F
2622,P2473520A,Sílvia Carnero Bas,F
2623,F6804250F,María Dolores Ferrández Colom,C
2624,S0397959H,María Dolores Arroyo Saez,D
2625,U6069713C,Álex de Morales,E
2626,C87660817,María Dolores Romeu-Bastida,E
2627,S7995912H,Josefa Laura Llorens Villanueva,A
2628,E34862805,Rosa Porta,F
2629,P0280894G,Leo Gaya Laguna,E
2630,G54830989,Sofía Mateo Alemany,E
2631,V4046368I,María Dolores Mendez Sebastián,C
2632,Q5328944C,Xavier Carrillo Iglesia,E
2633,P0546131D,José María Bru Cuesta,B
2634,G73658932,Laura Bilbao Sala,E
2635,B28472710,Emma María Teresa Sureda Estevez,E
2636,C28142149,Aleix Moya Collado,C
2637,A84080670,Joan de Olmedo,E
2638,E50536853,Max Aragonés Cabello,B
2639,E65877607,Antonia Carlos Valderrama,B
2640,D59333971,Anna Montaña-Uriarte,B
2641,D43493675,Èric Marin Comas,B
2642,N0515267C,Noa Ochoa Bartolomé,F
2643,C87660817,María Dolores Romeu-Bastida,F
2644,E25161068,Marta Oliver Alfaro,F
2645,E65877607,Antonia Carlos Valderrama,F
2646,D44217990,Nil Bilbao Sastre,E
2647,F7513084I,Martí Rocamora Bilbao,A
2648,J0110698H,Antonio Rocamora Aragón,C
2649,A51927812,Lucas Jordi Rodriguez Lobo,C
2650,E50536853,Max Aragonés Cabello,E
2651,B39226162,Jana Villanueva Quirós,B
2652,C17131251,Lucia Uribe,D
2653,S0662896J,Álex Julián Cervantes,C
2654,N2759694I,María Dolores Júlia Montenegro Ramón,A
2655,J7285606E,Emma Pallarès-Colom,F
2656,C48788897,Clàudia Manzanares Angulo,B
2657,G93234177,Rosa Laura Nogués Casares,D
2658,W3053262F,Xavier Batlle-Mur,F
2659,B52401858,José Buendía-Sarabia,B
2660,P0546131D,José María Bru Cuesta,D
2661,A81512261,Sílvia Lobo Ramírez,C
2662,B37939139,Josep Casanovas Vázquez,C
2663,B55324438,Antònia Elorza Requena,E
2664,W4284402G,Mia Ona Tirado Herranz,E
2665,H78024064,Max Quintana-Morales,A
2666,D32512451,Albert Viña Gallardo,A
2667,W4359932C,Dolores del Miguel,D
2668,J9967593F,Nil Patiño-Perea,B
2669,N5426927I,Aleix Cervera Alfaro,B
2670,S3409072J,Adam del Lara,D
2671,B27774157,Jordi Revilla,B
2672,N8243349A,Paula Sáez Ripoll,E
2673,S0085490A,Ona Salvà Pizarro,E
2674,N9465554E,Chlóe Cerezo-Arenas,C
2675,D86117876,Enzo Gimeno Carnero,F
2676,Q4232915A,Antònia Colomer Blanca,F
2677,E01391861,José Pi Alvarez,D
2678,S1267649J,Carmen Corominas,C
2679,E52404001,Josefa Uriarte,C
2680,S8641797I,Aina Pi Trujillo,F
2681,N9318716I,Pedro Valderrama Marí,F
2682,F6804250F,María Dolores Ferrández Colom,F
2683,S1898085D,Biel Vazquez Valverde,D
2684,D77234466,Enzo Albert Roselló Castejón,F
2685,R3314974A,María Teresa Ona Ferrándiz Donoso,A
2686,E23616857,Marc Luz Casas,A
2687,R4624337D,Anna del Otero,A
2688,P6353735A,Rosa del Neira,B
2689,U4578017H,Paula Canet Nuñez,F
2690,N1790348E,Arlet Huguet Coloma,A
2691,C48788897,Clàudia Manzanares Angulo,B
2692,P3531278D,Èric de Agustí,B
2693,E20240735,Enzo de Garrido,B
2694,S7995912H,Josefa Laura Llorens Villanueva,C
2695,S8037889F,Arlet Torre Ponce,E
2696,D53404240,Ramón Huertas Naranjo,B
2697,E73982548,Júlia Palomino Company,C
2698,P8832380C,María Dolores Luz-Pera,F
2699,C75059956,Jorge Baena,D
2700,N5426927I,Aleix Cervera Alfaro,F
2701,U9961248C,Pau Priego Paniagua,A
2702,U7141532G,Pau Talavera Moliner,B
2703,Q4232915A,Antònia Colomer Blanca,E
2704,S5329165D,Hugo Sanz Amat,F
2705,J9446526G,Marta Águila Cervantes,D
2706,A04422861,Francisca Rubio Paredes,E
2707,U5487419C,Pol Nil Barbero Olivera,D
2708,B82071457,Noa Coello Mendoza,E
2709,H70835210,Joan de Cañas,B
2710,F2545250I,Manuel Castellanos Arenas,F
2711,R7616148H,Carmen Jana Taboada Almansa,B
2712,P7917625A,Joan Ferrera Canals,C
2713,W5008386D,Laura Montes Céspedes,F
2714,B43837079,Laura Marquez Izquierdo,E
2715,D59333971,Anna Montaña-Uriarte,F
2716,N8496367G,Ona de Torrens,B
2717,U7038519J,Ana Cortina Rubio,F
2718,A94611183,Antònia Frías Macías,B
2719,S1511089C,Arnau Borja Abril,E
2720,F6683839B,Montserrat Múgica Manrique,E
2721,N2518597F,Noa de Grande,E
2722,V7809521C,Antònia Anna Saez Belda,C
2723,D64321540,María Dolores del Boada,A
2724,Q5968253D,Noa Planas Rincón,D
2725,J4856729A,Pedro Cabrero Agullo,A
2726,C40980427,Nil Adam Leon Jaén,C
2727,H19110485,María de Villena,B
2728,A13684352,Leo Adam Saavedra Verdejo,C
2729,Q7186100I,Èric Cifuentes,E
2730,W8545144A,Albert Solís-Acedo,A
2731,P3771212B,Josep de Martí,F
2732,F8025276J,Carla Ribas Ariño,B
2733,B90285073,Lucia de Ballester,D
2734,H37157526,Arlet Sala Narváez,A
2735,W9727961F,Albert Cerdán Chamorro,D
2736,J3512655F,Enzo Escolano Sanmiguel,A
2737,N8152756F,Laia Batalla-Villalba,C
2738,W8604747I,Lucia Ribas Dalmau,D
2739,A12410726,Josep Caro Mayoral,A
2740,R1153706E,Carlos Capdevila,B
2741,B39226162,Jana Villanueva Quirós,C
2742,C75059956,Jorge Baena,E
2743,S7366447F,Carlos Crespi Perales,C
2744,B87614681,Jordi Arnau Carlos Cabrero,D
2745,G71220651,Júlia Gras Porta,E
2746,S5147401C,María Del Carmen Blazquez,D
2747,C06753156,Lucas Paniagua Llano,A
2748,S0662896J,Álex Julián Cervantes,E
2749,R3314974A,María Teresa Ona Ferrándiz Donoso,E
2750,P0078682B,María Del Carmen del Belda,B
2751,E86578564,Jordi Ros-Uriarte,D
2752,S0662896J,Álex Julián Cervantes,A
2753,G62107743,Emma Farré,C
2754,E56877343,Martí Iglesias Espejo,D
2755,B74114653,Leo Cordero Acosta,D
2756,R5656344H,Carla Linares Escolano,D
2757,C21370879,Pol Puente Lucena,A
2758,Q7832857B,Valèria Sánchez,D
2759,D83545129,Francisca Font Navarro,C
2760,Q7211251I,Marc Reina Arrieta,D
2761,H36110567,Laia Castell Llobet,D
2762,N7090594H,Chlóe Plana Echevarría,A
2763,V2015246H,Martí Agullo-Campos,E
2764,P3012798I,Hugo Rueda,B
2765,U0847812E,Abril Andres Herrera,D
2766,H42115923,Clàudia Perea Bermudez,E
2767,C40980427,Nil Adam Leon Jaén,B
2768,D43493675,Èric Marin Comas,C
2769,F5675046F,José Carballo Gutierrez,F
2770,D44217990,Nil Bilbao Sastre,E
2771,W0083928B,Sara Gil Jordán,A
2772,S3651419H,Enzo Carnero-Aliaga,E
2773,C95560819,Biel Hierro Salom,A
2774,D34934612,Laura Plaza Guardiola,B
2775,C48788897,Clàudia Manzanares Angulo,E
2776,F2776503A,Francisca Ureña,C
2777,S0397959H,María Dolores Arroyo Saez,B
2778,E65877607,Antonia Carlos Valderrama,C
2779,D44217990,Nil Bilbao Sastre,B
2780,D05154323,Paula Tomás Bello,B
2781,G08270886,José María de Galvez,E
2782,P6713486F,Cristina Tomas Salvà,B
2783,E85913895,Álex Juliá Cantón,C
2784,F2545250I,Manuel Castellanos Arenas,A
2785,H42115923,Clàudia Perea Bermudez,E
2786,S0662896J,Álex Julián Cervantes,A
2787,E52404001,Josefa Uriarte,E
2788,S1410175B,Lucas Frutos Andrés,F
2789,H65400632,Abril Cáceres Manjón,F
2790,N4457128I,Francisco Meléndez Gargallo,F
2791,P0280894G,Leo Gaya Laguna,D
2792,F2431907A,Sílvia Pino Torrent,D
2793,E56877343,Martí Iglesias Espejo,E
2794,H42115923,Clàudia Perea Bermudez,E
2795,N4056672A,Carmen Emma Iñiguez Azcona,C
2796,N6720616I,Cristina Coll Marín,D
2797,Q0041000A,David Chaves Cantero,B
2798,W1796907B,Mia Abellán Pulido,C
2799,F9340007E,Chlóe Moliner,E
2800,C26701623,Arnau Bertrán Aragón,A
2801,B11913498,Pedro Ricart Cantón,A
2802,N1676896B,Mia Águila Ribas,E
2803,N1790348E,Arlet Huguet Coloma,F
2804,F0005249H,Arnau Huguet Chaparro,F
2805,V7999367A,Lucia Abascal Tejera,A
2806,B21983689,Josep de Ibarra,D
2807,V3380673H,Enzo Alberdi Sainz,A
2808,C78976982,Pau del Avilés,F
2809,E20240735,Enzo de Garrido,B
2810,V2447244A,Jordi Vilar Fortuny,A
2811,G26285767,Hugo del Núñez,D
2812,W1247153H,Martina Nuñez Estevez,A
2813,B82071457,Noa Coello Mendoza,D
2814,V4665297J,Juan Cruz Pallarès,E
2815,C33342999,Anna Avilés-Palomar,D
2816,P2199273J,Enzo de Osorio,E
2817,S8641797I,Aina Pi Trujillo,A
2818,N8496367G,Ona de Torrens,D
2819,A13684352,Leo Adam Saavedra Verdejo,B
2820,E48027734,Francisco Arnau Calderón Ángel,C
2821,C28252815,Èric Botella Armengol,E
2822,Q0041000A,David Chaves Cantero,F
2823,R1233513I,Cristina Fábregas Domingo,B
2824,P3531278D,Èric de Agustí,E
2825,V5995012A,Laura Roma Boix,E
2826,J5466519E,Arnau Lerma Catalá,E
2827,B87614681,Jordi Arnau Carlos Cabrero,F
2828,W9218380E,Pol del Sanjuan,F
2829,W9218380E,Pol del Sanjuan,D
2830,H31037914,Laura Llorente Olivares,B
2831,N1790348E,Arlet Huguet Coloma,E
2832,E96573001,Sara Gárate Nuñez,D
2833,P1659317J,Hugo Castrillo Otero,D
2834,G07621824,Sara Ángel Nieto,C
2835,D18702910,Marc Villar Nicolás,D
2836,N2244432G,Laia Solsona Goicoechea,D
2837,N2423224A,Biel de Guitart,F
2838,F0005249H,Arnau Huguet Chaparro,A
2839,F6441455J,Carla Hernández Estrada,D
2840,B36032787,Sara Alfonso Cortes,D
2841,G08270886,José María de Galvez,C
2842,N2518597F,Noa de Grande,E
2843,C28142149,Aleix Moya Collado,E
2844,Q3614781G,María Dolores Martínez Aznar,B
2845,B52401858,José Buendía-Sarabia,A
2846,J6049614H,Júlia Sevillano Palomar,A
2847,U7308622E,Mia Palomares-Torrijos,C
2848,N0431570A,Xavier Mata González,D
2849,P3798114I,Ana de Larrea,D
2850,N2759694I,María Dolores Júlia Montenegro Ramón,E
2851,J5466519E,Arnau Lerma Catalá,B
2852,P3067352I,Dolores Carbó,B
2853,S0662896J,Álex Julián Cervantes,D
2854,H34184069,Bruno del Ojeda,D
2855,S1471928J,Carla Ferrán Tenorio,E
2856,P3240555G,Francisca Buendía Vigil,F
2857,V4665297J,Juan Cruz Pallarès,E
2858,Q9771076H,Valèria Tomas Ramírez,A
2859,J4856729A,Pedro Cabrero Agullo,E
2860,A94992674,Nil del Roselló,F
2861,J0110698H,Antonio Rocamora Aragón,C
2862,F6804250F,María Dolores Ferrández Colom,D
2863,Q7010862F,Miguel Torrens Fernandez,D
2864,E50342690,Ana Anna Perea Bermúdez,F
2865,U2440145G,María Teresa Sierra Figueras,E
2866,P3798114I,Ana de Larrea,F
2867,J3512655F,Enzo Escolano Sanmiguel,E
2868,U7273775B,Albert Montoya Escamilla,A
2869,A94992674,Nil del Roselló,B
2870,E50342690,Ana Anna Perea Bermúdez,B
2871,U4578017H,Paula Canet Nuñez,E
2872,J8835130I,Carmen Salas Verdejo,F
2873,H15620032,Noa Gárate,A
2874,W5008386D,Laura Montes Céspedes,C
2875,F0005249H,Arnau Huguet Chaparro,A
2876,R4624337D,Anna del Otero,A
2877,V2167857H,Manuel Cerro Pol,A
2878,S1267649J,Carmen Corominas,A
2879,J3353939F,Isabel Varela,A
2880,U4290146B,Aleix de Ávila,E
2881,C52853389,Carla Leiva Pacheco,B
2882,U4804259B,Max Goñi Dávila,D
2883,F2776503A,Francisca Ureña,A
2884,B37939139,Josep Casanovas Vázquez,C
2885,P7256844G,Mia Giménez Carlos,D
2886,R8192469H,Enzo Escalona Morales,E
2887,F8243580A,Montserrat Saez Sabater,F
2888,S9149045H,Pedro de Pellicer,A
2889,N4056672A,Carmen Emma Iñiguez Azcona,F
2890,B11913498,Pedro Ricart Cantón,A
2891,F8025276J,Carla Ribas Ariño,B
2892,G56742331,Max Llano Bertrán,D
2893,J3659481J,Clàudia Sancho Aragón,F
2894,R3314974A,María Teresa Ona Ferrándiz Donoso,D
2895,J8835130I,Carmen Salas Verdejo,A
2896,G90306762,Èric Blázquez Gil,D
2897,H21342050,David Arellano Sebastián,D
2898,W4359932C,Dolores del Miguel,E
2899,S9346078J,Francisco Pareja Peinado,E
2900,H02560167,Enzo Quesada,F
2901,H59430249,Júlia Aramburu Delgado,A
2902,P6887458E,Nil del Morillo,C
2903,H19110485,María de Villena,E
2904,J0110698H,Antonio Rocamora Aragón,D
2905,N0515267C,Noa Ochoa Bartolomé,F
2906,J3751394B,Josep Ramón Palomar Múgica,A
2907,D77234466,Enzo Albert Roselló Castejón,D
2908,C26701623,Arnau Bertrán Aragón,C
2909,B37939139,Josep Casanovas Vázquez,E
2910,A95064218,Montserrat Martin Saez,E
2911,J9446526G,Marta Águila Cervantes,C
2912,S8037889F,Arlet Torre Ponce,E
2913,J7285606E,Emma Pallarès-Colom,C
2914,C27618396,Rosa Mariño,B
2915,Q5328944C,Xavier Carrillo Iglesia,C
2916,N2795608E,Èric de Bustamante,D
2917,S9149045H,Pedro de Pellicer,D
2918,C64875321,Pau del Bayón,C
2919,U4290146B,Aleix de Ávila,E
2920,E25450909,Martina Paredes-Falcó,B
2921,J9967593F,Nil Patiño-Perea,F
2922,H59348128,Antonio Dominguez Gilabert,B
2923,C28777001,Ana Vidal Lamas,C
2924,E23616857,Marc Luz Casas,A
2925,V2015246H,Martí Agullo-Campos,B
2926,W9742873D,Cristina Mia Falcón Ros,E
2927,J8835130I,Carmen Salas Verdejo,C
2928,P3351363A,María Dolores Montesinos Marin,A
2929,H13226295,Pau Rosado Palomar,A
2930,G90306762,Èric Blázquez Gil,C
2931,A27475888,Javier Sedano Izquierdo,B
2932,A78168275,Montserrat Arrieta Baquero,C
2933,Q0552283D,Clàudia Verdú-Montalbán,F
2934,Q9771076H,Valèria Tomas Ramírez,D
2935,Q2116390B,Francisca Marta Arias Ferrero,B
2936,S3945679C,Daniel Ródenas Lastra,E
2937,A28346542,Martina Fuentes-Moll,F
2938,P8832380C,María Dolores Luz-Pera,C
2939,C64875321,Pau del Bayón,C
2940,W4699949F,Mia Catalán Barros,C
2941,G07621824,Sara Ángel Nieto,C
2942,J2259741C,María Bayo Cózar,A
2943,U8380205H,Hugo Gálvez Ibarra,C
2944,B48122808,Sara Jaume Lobo,C
2945,A95064218,Montserrat Martin Saez,D
2946,N8496367G,Ona de Torrens,C
2947,E52404001,Josefa Uriarte,D
2948,C97387187,Sara de Jover,B
2949,H31037914,Laura Llorente Olivares,A
2950,V5629270I,Arlet Quintanilla Pina,A
2951,N7359672H,Daniel Bartolomé Vilar,B
2952,G68200534,Martina Cano Pineda,F
2953,D03554946,Joan Azcona,E
2954,R8469182C,Nil Marc Blanco Barroso,C
2955,J3659481J,Clàudia Sancho Aragón,D
2956,R5336309I,Rosa Torralba Rozas,A
2957,U6069713C,Álex de Morales,F
2958,G37728771,Noa Gallego Martin,E
2959,R8469182C,Nil Marc Blanco Barroso,E
2960,E47909023,Sílvia Pinilla Hervás,C
2961,J2410709F,Júlia Montenegro Muro,F
2962,W5008386D,Laura Montes Céspedes,F
2963,C99290520,Antònia Baró-Elías,E
2964,E65877607,Antonia Carlos Valderrama,E
2965,F7513084I,Martí Rocamora Bilbao,D
2966,A51927812,Lucas Jordi Rodriguez Lobo,B
2967,E47909023,Sílvia Pinilla Hervás,B
2968,N7359672H,Daniel Bartolomé Vilar,D
2969,C29574233,Sílvia Ana Mármol Vázquez,E
2970,P2473520A,Sílvia Carnero Bas,F
2971,B90285073,Lucia de Ballester,D
2972,J2410709F,Júlia Montenegro Muro,B
2973,E73982548,Júlia Palomino Company,A
2974,G83025460,Noa Cueto Ribas,D
2975,P0280894G,Leo Gaya Laguna,F
2976,W9073176A,Èric Cortina Vazquez,C
2977,F9875383C,Aina Ferrero Torrecilla,D
2978,P5810009J,Ramón Donoso Aguilar,E
2979,H95977138,Adam Galán Cáceres,E
2980,H49305378,Antonio Sanjuan Belda,B
2981,Q4232915A,Antònia Colomer Blanca,F
2982,D43493675,Èric Marin Comas,B
2983,D43493675,Èric Marin Comas,A
2984,F9340007E,Chlóe Moliner,C
2985,B31484074,Jordi Cuenca Blanes,B
2986,W8545144A,Albert Solís-Acedo,A
2987,G92617570,Carmen del Martín,A
2988,A78168275,Montserrat Arrieta Baquero,E
2989,S1410175B,Lucas Frutos Andrés,F
2990,F5675046F,José Carballo Gutierrez,D
2991,Q2116390B,Francisca Marta Arias Ferrero,F
2992,F2431907A,Sílvia Pino Torrent,C
2993,B27774157,Jordi Revilla,A
2994,H65400632,Abril Cáceres Manjón,B
2995,G44377703,Noa Mate Diego,F
2996,A42249482,Marta del Bernat,D
2997,D53404240,Ramón Huertas Naranjo,B
2998,D76934231,Álex Carballo Aranda,D
2999,A53234324,Marc Navas Bermúdez,C
3000,H44219327,David de Carretero,B
3001,D65605370,Martina Velasco Soriano,D
3002,J5068533H,Rosa Ramis,C
3003,P3410537I,Martí Paredes,E
3004,Q2116390B,Francisca Marta Arias Ferrero,A
3005,J2259741C,María Bayo Cózar,A
3006,N6468272G,Joan Ortuño Segura,E
3007,Q7010862F,Miguel Torrens Fernandez,E
3008,S3651419H,Enzo Carnero-Aliaga,A
3009,F8773593B,David Sainz-Royo,A
3010,H65400632,Abril Cáceres Manjón,D
3011,N6468272G,Joan Ortuño Segura,E
3012,F8773593B,David Sainz-Royo,B
3013,U2440145G,María Teresa Sierra Figueras,C
3014,B90285073,Lucia de Ballester,E
3015,E88184023,Bruno Recio Cid,F
3016,F8971698I,Ramón Rozas Baró,E
3017,F9340007E,Chlóe Moliner,A
3018,N2759694I,María Dolores Júlia Montenegro Ramón,A
3019,H21342050,David Arellano Sebastián,B
3020,W5008386D,Laura Montes Céspedes,E
3021,R8192469H,Enzo Escalona Morales,B
3022,G52644184,Martí Enzo Pujadas Pedrero,F
3023,C40980427,Nil Adam Leon Jaén,A
3024,W4799866A,Manuel Cózar Albero,A
3025,U9908499H,Laura de Villegas,F
3026,P3410537I,Martí Paredes,F
3027,G13084090,Lucas Ocaña Huertas,E
3028,D28897957,Marc Sarabia Zabala,A
3029,N7185603C,Arlet Chaves Roldan,D
3030,A35443936,Pol Salgado Buendía,A
3031,A95064218,Montserrat Martin Saez,F
3032,F1014977A,Pedro Murcia-Valbuena,E
3033,G54830989,Sofía Mateo Alemany,A
3034,V8982148B,Carlos Carlos Espejo,E
3035,F7029229G,Daniel Prat Calvo,A
3036,V8231148A,Ona de Arjona,F
3037,W1247153H,Martina Nuñez Estevez,A
3038,A02143311,Francisco Aranda Peinado,D
3039,E65877607,Antonia Carlos Valderrama,A
3040,E25161068,Marta Oliver Alfaro,B
3041,N5426927I,Aleix Cervera Alfaro,F
3042,J0324897H,Laia Marcos Gomez,A
3043,U1774374A,Martina Solano Roma,D
3044,H21342050,David Arellano Sebastián,F
3045,E47909023,Sílvia Pinilla Hervás,F
3046,U3398151E,Lucia Rincón Rosales,D
3047,G96947643,María Del Carmen Esparza Godoy,A
3048,J2907838C,Carmen Marta Cruz Carpio,F
3049,D33698531,Aina Ferrán-Dávila,A
3050,Q5285042G,Manuel Galiano Teruel,B
3051,C28777001,Ana Vidal Lamas,F
3052,R1153706E,Carlos Capdevila,F
3053,F3391179C,Abril Toledo,B
3054,D94996444,Núria Miguel Huertas,D
3055,S0662896J,Álex Julián Cervantes,E
3056,D47756457,Manuel Izquierdo Duque,D
3057,A71678262,Francisco Sanmartín,E
3058,G19357722,Núria Olmedo-Portero,F
3059,S3409072J,Adam del Lara,A
3060,J4051218H,Daniel Bermudez Sosa,C
3061,S1410175B,Lucas Frutos Andrés,E
3062,S7995912H,Josefa Laura Llorens Villanueva,B
3063,C56963325,Abril Díez,E
3064,J7397889B,Montserrat Cánovas,F
3065,W9727961F,Albert Cerdán Chamorro,F
3066,N8496367G,Ona de Torrens,B
3067,V3555537D,Montserrat Bayo Garay,E
3068,Q4579611G,Leo Verdú Sastre,F
3069,R8469182C,Nil Marc Blanco Barroso,D
3070,P6057674A,María Del Carmen Valèria Raya Mena,A
3071,E50536853,Max Aragonés Cabello,F
3072,P4346331D,Bruno Joan Fernandez Rozas,E
3073,P3410537I,Martí Paredes,A
3074,E05105093,Paula Azorin,F
3075,A84080670,Joan de Olmedo,E
3076,A35443936,Pol Salgado Buendía,C
3077,J8150128J,Cristina Reina Santana,F
3078,F2431907A,Sílvia Pino Torrent,A
3079,J0110698H,Antonio Rocamora Aragón,F
3080,D62147475,Josep Blázquez,E
3081,A30004071,Pau Peláez Cano,D
3082,G56742331,Max Llano Bertrán,F
3083,C91303552,Aina Dávila Bauzà,D
3084,B64747389,Èric Roman Mena,F
3085,S0085490A,Ona Salvà Pizarro,A
3086,H34827741,David Olivares-Julián,A
3087,V2738762J,Bruno Adam Bonet Pulido,E
3088,H37157526,Arlet Sala Narváez,F
3089,D07727019,Álex Hervia Vazquez,A
3090,N3380714J,Clàudia Espejo Benitez,F
3091,N3620309I,Dolores Gelabert,E
